"county","state","voteshare","year","dem1912_3party","note","incparty","incumbency","attacks","electionyearattacks","coastal"
"MERCED","CA",0.552140533924103,1916,NA,".",1,1,0,0,0
"MERCED","CA",0.307692319154739,1920,NA,".",1,0,0,0,0
"MERCED","CA",0.165615141391754,1924,NA,".",-1,-1,0,0,0
"MERCED","CA",0.391260147094727,1928,NA,".",-1,0,0,0,0
"MERCED","CA",0.711558818817139,1932,NA,".",-1,-1,0,0,0
"MERCED","CA",0.74032586812973,1936,NA,".",1,1,0,0,0
"MERCED","CA",1,1940,NA,".",1,1,0,0,0
"MERCED","CA",0.585341393947601,1944,NA,".",1,1,0,0,0
"MERCED","CA",0.563076913356781,1948,NA,".",1,1,0,0,0
"MERCED","CA",0.46795842051506,1952,NA,".",1,0,0,0,0
"MERCED","CA",0.538999974727631,1956,NA,".",-1,-1,0,0,0
"MERCED","CA",0.564599990844727,1960,NA,".",-1,0,0,0,0
"MERCED","CA",0.687900006771088,1964,NA,".",1,1,0,0,0
"MERCED","CA",0.554899990558624,1968,NA,".",1,0,0,0,0
"MERCED","CA",0.439599990844727,1972,NA,".",-1,-1,0,0,0
"MERCED","CA",0.528500020503998,1976,NA,".",-1,-1,0,0,0
"MERCED","CA",0.468199998140335,1980,NA,".",1,1,0,0,0
"MERCED","CA",0.405000001192093,1984,NA,".",-1,-1,0,0,0
"MERCED","CA",0.480699986219406,1988,NA,".",-1,0,0,0,0
"MERCED","CA",0.528199970722198,1992,NA,".",-1,-1,0,0,0
"MERCED","CA",0.510999977588654,1996,NA,".",1,1,0,0,0
"MERCED","CA",0.465400010347366,2000,NA,".",1,0,0,0,0
"MERCED","CA",0.427700012922287,2004,NA,".",-1,-1,0,0,0
"MERCED","CA",0.542500019073486,2008,NA,".",-1,0,0,0,0
"MERCED","CA",0.544765412807465,2012,NA,".",1,1,0,0,0
"MODOC","CA",0.607999980449677,1876,NA,".",-1,0,0,0,0
"MODOC","CA",0.544265568256378,1880,NA,".",-1,0,0,0,0
"MODOC","CA",0.560371518135071,1884,NA,".",-1,0,0,0,0
"MODOC","CA",0.551401853561401,1888,NA,".",1,1,0,0,0
"MODOC","CA",0.594748854637146,1892,NA,".",-1,-1,0,0,0
"MODOC","CA",0.66223132610321,1896,NA,".",1,0,0,0,0
"MODOC","CA",0.543788194656372,1900,NA,".",-1,-1,0,0,0
"MODOC","CA",0.439503610134125,1904,NA,".",-1,0,0,0,0
"MODOC","CA",0.480749219655991,1908,NA,".",-1,0,0,0,0
"MODOC","CA",0.998181819915771,1912,0.606629848480225,".",-1,-1,0,0,0
"MODOC","CA",0.614330887794495,1916,NA,".",1,1,0,0,0
"MODOC","CA",0.350622415542603,1920,NA,".",1,0,0,0,0
"MODOC","CA",0.338368594646454,1924,NA,".",-1,-1,0,0,0
"MODOC","CA",0.434077084064484,1928,NA,".",-1,0,0,0,0
"MODOC","CA",0.714730322360992,1932,NA,".",-1,-1,0,0,0
"MODOC","CA",0.653846144676208,1936,NA,".",1,1,0,0,0
"MODOC","CA",1,1940,NA,".",1,1,0,0,0
"MODOC","CA",0.544633865356445,1944,NA,".",1,1,0,0,0
"MODOC","CA",0.520618557929993,1948,NA,".",1,1,0,0,0
"MODOC","CA",0.384801208972931,1952,NA,".",1,0,0,0,0
"MODOC","CA",0.465999990701675,1956,NA,".",-1,-1,0,0,0
"MODOC","CA",0.479000002145767,1960,NA,".",-1,0,0,0,0
"MODOC","CA",0.587300002574921,1964,NA,".",1,1,0,0,0
"MODOC","CA",0.424600005149841,1968,NA,".",1,0,0,0,0
"MODOC","CA",0.378699988126755,1972,NA,".",-1,-1,0,0,0
"MODOC","CA",0.474799990653992,1976,NA,".",-1,-1,0,0,0
"MODOC","CA",0.288599997758865,1980,NA,".",1,1,0,0,0
"MODOC","CA",0.289299994707108,1984,NA,".",-1,-1,0,0,0
"MODOC","CA",0.359899997711182,1988,NA,".",-1,0,0,0,0
"MODOC","CA",0.452300012111664,1992,NA,".",-1,-1,0,0,0
"MODOC","CA",0.374500006437302,1996,NA,".",1,1,0,0,0
"MODOC","CA",0.241400003433228,2000,NA,".",1,0,0,0,0
"MODOC","CA",0.262100011110306,2004,NA,".",-1,-1,0,0,0
"MODOC","CA",0.30579999089241,2008,NA,".",-1,0,0,0,0
"MODOC","CA",0.285728931427002,2012,NA,".",1,1,0,0,0
"MONO","CA",0.362000018358231,1872,NA,".",-1,-1,0,0,0
"MONO","CA",0.449999988079071,1876,NA,".",-1,0,0,0,0
"MONO","CA",0.473953008651733,1880,NA,".",-1,0,0,0,0
"MONO","CA",0.388946831226349,1884,NA,".",-1,0,0,0,0
"MONO","CA",0.382626682519913,1888,NA,".",1,1,0,0,0
"MONO","CA",0.367298573255539,1892,NA,".",-1,-1,0,0,0
"MONO","CA",0,1896,NA,".",1,0,0,0,0
"MONO","CA",0.475855141878128,1900,NA,".",-1,-1,0,0,0
"MONO","CA",0.262427747249603,1904,NA,".",-1,0,0,0,0
"MONO","CA",0.351029247045517,1908,NA,".",-1,0,0,0,0
"MONO","CA",0.984031915664673,1912,0.625634491443634,".",-1,-1,0,0,0
"MONO","CA",0.537016570568085,1916,NA,".",1,1,0,0,0
"MONO","CA",0.24777777493,1920,NA,".",1,0,0,0,0
"MONO","CA",0.214705884456635,1924,NA,".",-1,-1,0,0,0
"MONO","CA",0.369183033704758,1928,NA,".",-1,0,0,0,0
"MONO","CA",0.652482271194458,1932,NA,".",-1,-1,0,0,0
"MONO","CA",0.655207276344299,1936,NA,".",1,1,0,0,0
"MONO","CA",1,1940,NA,".",1,1,0,0,0
"MONO","CA",0.390390396118164,1944,NA,".",1,1,0,0,0
"MONO","CA",0.320041954517365,1948,NA,".",1,1,0,0,0
"MONO","CA",0.225851982831955,1952,NA,".",1,0,0,0,0
"MONO","CA",0.260399997234344,1956,NA,".",-1,-1,0,0,0
"MONO","CA",0.333799988031387,1960,NA,".",-1,0,0,0,0
"MONO","CA",0.439300000667572,1964,NA,".",1,1,0,0,0
"MONO","CA",0.291500002145767,1968,NA,".",1,0,0,0,0
"MONO","CA",0.306699991226196,1972,NA,".",-1,-1,0,0,0
"MONO","CA",0.390500009059906,1976,NA,".",-1,-1,0,0,0
"MONO","CA",0.288599997758865,1980,NA,".",1,1,0,0,0
"MONO","CA",0.26570001244545,1984,NA,".",-1,-1,0,0,0
"MONO","CA",0.370999991893768,1988,NA,".",-1,0,0,0,0
"MONO","CA",0.486799985170364,1992,NA,".",-1,-1,0,0,0
"MONO","CA",0.456400007009506,1996,NA,".",1,1,0,0,0
"MONO","CA",0.437799990177155,2000,NA,".",1,0,0,0,0
"MONO","CA",0.500699996948242,2004,NA,".",-1,-1,0,0,0
"MONO","CA",0.567799985408783,2008,NA,".",-1,0,0,0,0
"MONO","CA",0.544656693935394,2012,NA,".",1,1,0,0,0
"MONTEREY","CA",0.457575738430023,1872,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.460999995470047,1876,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.490355312824249,1880,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.483706712722778,1884,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.498966932296753,1888,NA,".",1,1,0,0,1
"MONTEREY","CA",0.485148519277573,1892,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.533604919910431,1896,NA,".",1,0,0,0,1
"MONTEREY","CA",0.481940150260925,1900,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.367237687110901,1904,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.394350290298462,1908,NA,".",-1,0,0,0,1
"MONTEREY","CA",1,1912,0.524348795413971,".",-1,-1,0,0,1
"MONTEREY","CA",0.518796980381012,1916,NA,".",1,1,0,0,1
"MONTEREY","CA",0.268608391284943,1920,NA,".",1,0,0,0,1
"MONTEREY","CA",0.157241374254227,1924,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.366497457027435,1928,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.590436577796936,1932,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.618421018123627,1936,NA,".",1,1,0,0,1
"MONTEREY","CA",1,1940,NA,".",1,1,0,0,1
"MONTEREY","CA",0.539698481559753,1944,NA,".",1,1,0,0,1
"MONTEREY","CA",0.476732164621353,1948,NA,".",1,1,0,0,1
"MONTEREY","CA",0.376874327659607,1952,NA,".",1,0,0,0,1
"MONTEREY","CA",0.40310001373291,1956,NA,".",-1,-1,1,0,1
"MONTEREY","CA",0.435699999332428,1960,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.619899988174438,1964,NA,".",1,1,0,0,1
"MONTEREY","CA",0.456299990415573,1968,NA,".",1,0,0,0,1
"MONTEREY","CA",0.409099996089935,1972,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.474000006914139,1976,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.379999995231628,1980,NA,".",1,1,0,0,1
"MONTEREY","CA",0.422399997711182,1984,NA,".",-1,-1,1,0,1
"MONTEREY","CA",0.494800001382828,1988,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.6007000207901,1992,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.591799974441528,1996,NA,".",1,1,0,0,1
"MONTEREY","CA",0.607100009918213,2000,NA,".",1,0,0,0,1
"MONTEREY","CA",0.611299991607666,2004,NA,".",-1,-1,0,0,1
"MONTEREY","CA",0.695100009441376,2008,NA,".",-1,0,0,0,1
"MONTEREY","CA",0.68921971321106,2012,NA,".",1,1,0,0,1
"NAPA","CA",0.379939198493958,1872,NA,".",-1,-1,0,0,0
"NAPA","CA",0.455000013113022,1876,NA,".",-1,0,0,0,0
"NAPA","CA",0.475177317857742,1880,NA,".",-1,0,0,0,0
"NAPA","CA",0.440968722105026,1884,NA,".",-1,0,0,0,0
"NAPA","CA",0.458799570798874,1888,NA,".",1,1,0,0,0
"NAPA","CA",0.453862637281418,1892,NA,".",-1,-1,0,0,0
"NAPA","CA",0.392324090003967,1896,NA,".",1,0,0,0,0
"NAPA","CA",0.415036052465439,1900,NA,".",-1,-1,0,0,0
"NAPA","CA",0.318622171878815,1904,NA,".",-1,0,0,0,0
"NAPA","CA",0.356909692287445,1908,NA,".",-1,0,0,0,0
"NAPA","CA",1,1912,0.522471904754639,".",-1,-1,0,0,0
"NAPA","CA",0.440298497676849,1916,NA,".",1,1,0,0,0
"NAPA","CA",0.244680851697922,1920,NA,".",1,0,0,0,0
"NAPA","CA",0.156923070549965,1924,NA,".",-1,-1,0,0,0
"NAPA","CA",0.425380736589432,1928,NA,".",-1,0,0,0,0
"NAPA","CA",0.619732797145844,1932,NA,".",-1,-1,0,0,0
"NAPA","CA",0.61218273639679,1936,NA,".",1,1,0,0,0
"NAPA","CA",1,1940,NA,".",1,1,0,0,0
"NAPA","CA",0.522132813930511,1944,NA,".",1,1,0,0,0
"NAPA","CA",0.452282160520554,1948,NA,".",1,1,0,0,0
"NAPA","CA",0.385227739810944,1952,NA,".",1,0,0,0,0
"NAPA","CA",0.438400000333786,1956,NA,".",-1,-1,0,0,0
"NAPA","CA",0.471599996089935,1960,NA,".",-1,0,0,0,0
"NAPA","CA",0.628600001335144,1964,NA,".",1,1,0,0,0
"NAPA","CA",0.508499979972839,1968,NA,".",1,0,0,0,0
"NAPA","CA",0.382999986410141,1972,NA,".",-1,-1,0,0,0
"NAPA","CA",0.464100003242493,1976,NA,".",-1,-1,0,0,0
"NAPA","CA",0.386700004339218,1980,NA,".",1,1,0,0,0
"NAPA","CA",0.414000004529953,1984,NA,".",-1,-1,0,0,0
"NAPA","CA",0.489499986171722,1988,NA,".",-1,0,0,0,0
"NAPA","CA",0.607200026512146,1992,NA,".",-1,-1,0,0,0
"NAPA","CA",0.585099995136261,1996,NA,".",1,1,0,0,0
"NAPA","CA",0.576600015163422,2000,NA,".",1,0,0,0,0
"NAPA","CA",0.604099988937378,2004,NA,".",-1,-1,0,0,0
"NAPA","CA",0.666000008583069,2008,NA,".",-1,0,0,0,0
"NAPA","CA",0.647506415843964,2012,NA,".",1,1,0,0,0
"NEVADA","CA",0.413239717483521,1872,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.452999979257584,1876,NA,".",-1,0,0,0,0
"NEVADA","CA",0.47537687420845,1880,NA,".",-1,0,0,0,0
"NEVADA","CA",0.431034475564957,1884,NA,".",-1,0,0,0,0
"NEVADA","CA",0.470286875963211,1888,NA,".",1,1,0,0,0
"NEVADA","CA",0.482466757297516,1892,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.54285717010498,1896,NA,".",1,0,0,0,0
"NEVADA","CA",0.417708307504654,1900,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.341928243637085,1904,NA,".",-1,0,0,0,0
"NEVADA","CA",0.42808985710144,1908,NA,".",-1,0,0,0,0
"NEVADA","CA",0.98715204000473,1912,0.568434000015259,".",-1,-1,0,0,0
"NEVADA","CA",0.616557717323303,1916,NA,".",1,1,0,0,0
"NEVADA","CA",0.266365677118301,1920,NA,".",1,0,0,0,0
"NEVADA","CA",0.168958753347397,1924,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.47469636797905,1928,NA,".",-1,0,0,0,0
"NEVADA","CA",0.65800416469574,1932,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.728470146656036,1936,NA,".",1,1,0,0,0
"NEVADA","CA",1,1940,NA,".",1,1,0,0,0
"NEVADA","CA",0.552419364452362,1944,NA,".",1,1,0,0,0
"NEVADA","CA",0.5,1948,NA,".",1,1,0,0,0
"NEVADA","CA",0.357265472412109,1952,NA,".",1,0,0,0,0
"NEVADA","CA",0.401100009679794,1956,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.460900008678436,1960,NA,".",-1,0,0,0,0
"NEVADA","CA",0.566299974918365,1964,NA,".",1,1,0,0,0
"NEVADA","CA",0.43189999461174,1968,NA,".",1,0,0,0,0
"NEVADA","CA",0.415600001811981,1972,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.492399990558624,1976,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.333400011062622,1980,NA,".",1,1,0,0,0
"NEVADA","CA",0.361099988222122,1984,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.412000000476837,1988,NA,".",-1,0,0,0,0
"NEVADA","CA",0.470899999141693,1992,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.413700014352798,1996,NA,".",1,1,0,0,0
"NEVADA","CA",0.404599994421005,2000,NA,".",1,0,0,0,0
"NEVADA","CA",0.456900000572205,2004,NA,".",-1,-1,0,0,0
"NEVADA","CA",0.527199983596802,2008,NA,".",-1,0,0,0,0
"NEVADA","CA",0.496773511171341,2012,NA,".",1,1,0,0,0
"ORANGE","CA",0.463611871004105,1892,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.345710635185242,1896,NA,".",1,0,0,0,1
"ORANGE","CA",0.451820135116577,1900,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.279661029577255,1904,NA,".",-1,0,0,0,1
"ORANGE","CA",0.371194392442703,1908,NA,".",-1,0,0,0,1
"ORANGE","CA",0.972292184829712,1912,0.455726087093353,".",-1,-1,0,0,1
"ORANGE","CA",0.379385948181152,1916,NA,".",1,1,0,0,1
"ORANGE","CA",0.215148195624352,1920,NA,".",1,0,0,0,1
"ORANGE","CA",0.114473678171635,1924,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.201219514012337,1928,NA,".",-1,0,0,0,1
"ORANGE","CA",0.513255596160889,1932,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.559511721134186,1936,NA,".",1,1,0,0,1
"ORANGE","CA",1,1940,NA,".",1,1,0,0,1
"ORANGE","CA",0.427565395832062,1944,NA,".",1,1,0,0,1
"ORANGE","CA",0.374100714921951,1948,NA,".",1,1,0,0,1
"ORANGE","CA",0.295475155115128,1952,NA,".",1,0,0,0,1
"ORANGE","CA",0.32600000500679,1956,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.390399992465973,1960,NA,".",-1,0,0,0,1
"ORANGE","CA",0.440499991178513,1964,NA,".",1,1,0,0,1
"ORANGE","CA",0.321000009775162,1968,NA,".",1,0,0,0,1
"ORANGE","CA",0.282900005578995,1972,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.362399995326996,1976,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.250099986791611,1980,NA,".",1,1,0,0,1
"ORANGE","CA",0.245199993252754,1984,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.314500004053116,1988,NA,".",-1,0,0,0,1
"ORANGE","CA",0.41839998960495,1992,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.423000007867813,1996,NA,".",1,1,0,0,1
"ORANGE","CA",0.419900000095367,2000,NA,".",1,0,0,0,1
"ORANGE","CA",0.395099997520447,2004,NA,".",-1,-1,0,0,1
"ORANGE","CA",0.486900001764297,2008,NA,".",-1,0,0,0,1
"ORANGE","CA",0.468109101057053,2012,NA,".",1,1,0,0,1
"PLACER","CA",0.371859282255173,1872,NA,".",-1,-1,0,0,0
"PLACER","CA",0.442999988794327,1876,NA,".",-1,0,0,0,0
"PLACER","CA",0.463340133428574,1880,NA,".",-1,0,0,0,0
"PLACER","CA",0.458546549081802,1884,NA,".",-1,0,0,0,0
"PLACER","CA",0.467955231666565,1888,NA,".",1,1,0,0,0
"PLACER","CA",0.466955572366714,1892,NA,".",-1,-1,0,0,0
"PLACER","CA",0.436263740062714,1896,NA,".",1,0,0,0,0
"PLACER","CA",0.442288041114807,1900,NA,".",-1,-1,0,0,0
"PLACER","CA",0.331556499004364,1904,NA,".",-1,0,0,0,0
"PLACER","CA",0.444324314594269,1908,NA,".",-1,0,0,0,0
"PLACER","CA",0.992874085903168,1912,0.486046493053436,".",-1,-1,0,0,0
"PLACER","CA",0.632608711719513,1916,NA,".",1,1,0,0,0
"PLACER","CA",0.350109398365021,1920,NA,".",1,0,0,0,0
"PLACER","CA",0.150462955236435,1924,NA,".",-1,-1,0,0,0
"PLACER","CA",0.503560543060303,1928,NA,".",-1,0,0,0,0
"PLACER","CA",0.734567940235138,1932,NA,".",-1,-1,0,0,0
"PLACER","CA",0.774519741535187,1936,NA,".",1,1,0,0,0
"PLACER","CA",1,1940,NA,".",1,1,0,0,0
"PLACER","CA",0.630150735378265,1944,NA,".",1,1,0,0,0
"PLACER","CA",0.613207519054413,1948,NA,".",1,1,0,0,0
"PLACER","CA",0.493943065404892,1952,NA,".",1,0,0,0,0
"PLACER","CA",0.539499998092651,1956,NA,".",-1,-1,0,0,0
"PLACER","CA",0.56029999256134,1960,NA,".",-1,0,0,0,0
"PLACER","CA",0.660399973392487,1964,NA,".",1,1,0,0,0
"PLACER","CA",0.530600011348724,1968,NA,".",1,0,0,0,0
"PLACER","CA",0.476300001144409,1972,NA,".",-1,-1,0,0,0
"PLACER","CA",0.536700010299683,1976,NA,".",-1,-1,0,0,0
"PLACER","CA",0.380499988794327,1980,NA,".",1,1,0,0,0
"PLACER","CA",0.358900010585785,1984,NA,".",-1,-1,0,0,0
"PLACER","CA",0.395300000905991,1988,NA,".",-1,0,0,0,0
"PLACER","CA",0.445600003004074,1992,NA,".",-1,-1,0,0,0
"PLACER","CA",0.412600010633469,1996,NA,".",1,1,0,0,0
"PLACER","CA",0.378100007772446,2000,NA,".",1,0,0,0,0
"PLACER","CA",0.366699993610382,2004,NA,".",-1,-1,0,0,0
"PLACER","CA",0.442499995231628,2008,NA,".",-1,0,0,0,0
"PLACER","CA",0.400739818811417,2012,NA,".",1,1,0,0,0
"PLUMAS","CA",0.354000002145767,1872,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.462000012397766,1876,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.480480462312698,1880,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.438066482543945,1884,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.467611342668533,1888,NA,".",1,1,0,0,0
"PLUMAS","CA",0.455114811658859,1892,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.439664214849472,1896,NA,".",1,0,0,0,0
"PLUMAS","CA",0.408080816268921,1900,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.328879743814468,1904,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.37473002076149,1908,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.985815584659576,1912,0.490011751651764,".",-1,-1,0,0,0
"PLUMAS","CA",0.606874346733093,1916,NA,".",1,1,0,0,0
"PLUMAS","CA",0.286985546350479,1920,NA,".",1,0,0,0,0
"PLUMAS","CA",0.244239643216133,1924,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.535530388355255,1928,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.777435898780823,1932,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.799188673496246,1936,NA,".",1,1,0,0,0
"PLUMAS","CA",1,1940,NA,".",1,1,0,0,0
"PLUMAS","CA",0.699398815631866,1944,NA,".",1,1,0,0,0
"PLUMAS","CA",0.653276979923248,1948,NA,".",1,1,0,0,0
"PLUMAS","CA",0.560295164585114,1952,NA,".",1,0,0,0,0
"PLUMAS","CA",0.579699993133545,1956,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.623199999332428,1960,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.704500019550323,1964,NA,".",1,1,0,0,0
"PLUMAS","CA",0.585399985313416,1968,NA,".",1,0,0,0,0
"PLUMAS","CA",0.508700013160706,1972,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.543200016021729,1976,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.410400003194809,1980,NA,".",1,1,0,0,0
"PLUMAS","CA",0.423500001430511,1984,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.480100005865097,1988,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.509700000286102,1992,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.419200003147125,1996,NA,".",1,1,0,0,0
"PLUMAS","CA",0.352800011634827,2000,NA,".",1,0,0,0,0
"PLUMAS","CA",0.374199986457825,2004,NA,".",-1,-1,0,0,0
"PLUMAS","CA",0.43860000371933,2008,NA,".",-1,0,0,0,0
"PLUMAS","CA",0.413050204515457,2012,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.387990742921829,1896,NA,".",1,0,0,0,0
"RIVERSIDE","CA",0.327472507953644,1900,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.20487804710865,1904,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.299019604921341,1908,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.960655748844147,1912,0.359950840473175,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.379545480012894,1916,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.234581485390663,1920,NA,".",1,0,0,0,0
"RIVERSIDE","CA",0.120567373931408,1924,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.213995948433876,1928,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.474895387887955,1932,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.505060732364655,1936,NA,".",1,1,0,0,0
"RIVERSIDE","CA",1,1940,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.456653207540512,1944,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.419791668653488,1948,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.347347140312195,1952,NA,".",1,0,0,0,0
"RIVERSIDE","CA",0.375299990177155,1956,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.435799986124039,1960,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.568300008773804,1964,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.423000007867813,1968,NA,".",1,0,0,0,0
"RIVERSIDE","CA",0.398400008678436,1972,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.495999991893768,1976,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.344799995422363,1980,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.358799993991852,1984,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.399599999189377,1988,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.510399997234344,1992,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.485599994659424,1996,NA,".",1,1,0,0,0
"RIVERSIDE","CA",0.466199994087219,2000,NA,".",1,0,0,0,0
"RIVERSIDE","CA",0.41499999165535,2004,NA,".",-1,-1,0,0,0
"RIVERSIDE","CA",0.511799991130829,2008,NA,".",-1,0,0,0,0
"RIVERSIDE","CA",0.508438169956207,2012,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.302302330732346,1872,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.39300000667572,1876,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.4257932305336,1880,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.378099173307419,1884,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.4191555082798,1888,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.445578217506409,1892,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.478688508272171,1896,NA,".",1,0,0,0,0
"SACRAMENTO","CA",0.440245151519775,1900,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.262146890163422,1904,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.410695195198059,1908,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.996124029159546,1912,0.566079318523407,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.57534247636795,1916,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.31395348906517,1920,NA,".",1,0,0,0,0
"SACRAMENTO","CA",0.14553014934063,1924,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.489340096712112,1928,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.714433014392853,1932,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.796146035194397,1936,NA,".",1,1,0,0,0
"SACRAMENTO","CA",1,1940,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.666331648826599,1944,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.607068598270416,1948,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.512479841709137,1952,NA,".",1,0,0,0,0
"SACRAMENTO","CA",0.548200011253357,1956,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.565599977970123,1960,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.657800018787384,1964,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.550000011920929,1968,NA,".",1,0,0,0,0
"SACRAMENTO","CA",0.492900013923645,1972,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.539499998092651,1976,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.458299994468689,1980,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.437099993228912,1984,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.483000010251999,1988,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.551900029182434,1992,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.550100028514862,1996,NA,".",1,1,0,0,0
"SACRAMENTO","CA",0.521000027656555,2000,NA,".",1,0,0,0,0
"SACRAMENTO","CA",0.501200020313263,2004,NA,".",-1,-1,0,0,0
"SACRAMENTO","CA",0.597100019454956,2008,NA,".",-1,0,0,0,0
"SACRAMENTO","CA",0.597390592098236,2012,NA,".",1,1,0,0,0
"SAN BENITO","CA",0.60400003194809,1876,NA,".",-1,0,0,0,0
"SAN BENITO","CA",0.601005017757416,1880,NA,".",-1,0,0,0,0
"SAN BENITO","CA",0.53663569688797,1884,NA,".",-1,0,0,0,0
"SAN BENITO","CA",0.545164704322815,1888,NA,".",1,1,0,0,0
